idx,name,op,target,phase,layer,direct_dependency_args,direct_dependency_nodes,direct_offspring_nodes,ancestor_count,descendant_count,strategy_count
5419,_scaled_dot_product_flash_attention_backward_15,call_function,_scaled_dot_product_flash_attention_backward.default,backward,12,8,8,3,4778,1383,2
5561,_scaled_dot_product_flash_attention_backward_16,call_function,_scaled_dot_product_flash_attention_backward.default,backward,11,8,8,3,4885,1273,2
5703,_scaled_dot_product_flash_attention_backward_17,call_function,_scaled_dot_product_flash_attention_backward.default,backward,10,8,8,3,4992,1163,2
5845,_scaled_dot_product_flash_attention_backward_18,call_function,_scaled_dot_product_flash_attention_backward.default,backward,9,8,8,3,5099,1053,2
5987,_scaled_dot_product_flash_attention_backward_19,call_function,_scaled_dot_product_flash_attention_backward.default,backward,8,8,8,3,5206,943,2
6129,_scaled_dot_product_flash_attention_backward_20,call_function,_scaled_dot_product_flash_attention_backward.default,backward,7,8,8,3,5313,833,2
6271,_scaled_dot_product_flash_attention_backward_21,call_function,_scaled_dot_product_flash_attention_backward.default,backward,6,8,8,3,5420,723,2
6413,_scaled_dot_product_flash_attention_backward_22,call_function,_scaled_dot_product_flash_attention_backward.default,backward,5,8,8,3,5527,613,2
6555,_scaled_dot_product_flash_attention_backward_23,call_function,_scaled_dot_product_flash_attention_backward.default,backward,4,8,8,3,5634,503,2
6697,_scaled_dot_product_flash_attention_backward_24,call_function,_scaled_dot_product_flash_attention_backward.default,backward,3,8,8,3,5741,393,2
6839,_scaled_dot_product_flash_attention_backward_25,call_function,_scaled_dot_product_flash_attention_backward.default,backward,2,8,8,3,5848,283,2
6981,_scaled_dot_product_flash_attention_backward_26,call_function,_scaled_dot_product_flash_attention_backward.default,backward,1,8,8,3,5955,173,2
7123,_scaled_dot_product_flash_attention_backward_27,call_function,_scaled_dot_product_flash_attention_backward.default,backward,0,8,8,3,6062,63,2
313,_scaled_dot_product_flash_attention,call_function,_scaled_dot_product_flash_attention.default,forward,0,3,3,4,63,5761,2
417,_scaled_dot_product_flash_attention_1,call_function,_scaled_dot_product_flash_attention.default,forward,1,3,3,4,173,5665,2
521,_scaled_dot_product_flash_attention_2,call_function,_scaled_dot_product_flash_attention.default,forward,2,3,3,4,283,5569,2
625,_scaled_dot_product_flash_attention_3,call_function,_scaled_dot_product_flash_attention.default,forward,3,3,3,4,393,5473,2
729,_scaled_dot_product_flash_attention_4,call_function,_scaled_dot_product_flash_attention.default,forward,4,3,3,4,503,5377,2
833,_scaled_dot_product_flash_attention_5,call_function,_scaled_dot_product_flash_attention.default,forward,5,3,3,4,613,5281,2
937,_scaled_dot_product_flash_attention_6,call_function,_scaled_dot_product_flash_attention.default,forward,6,3,3,4,723,5185,2
1041,_scaled_dot_product_flash_attention_7,call_function,_scaled_dot_product_flash_attention.default,forward,7,3,3,4,833,5089,2
1145,_scaled_dot_product_flash_attention_8,call_function,_scaled_dot_product_flash_attention.default,forward,8,3,3,4,943,4993,2
1249,_scaled_dot_product_flash_attention_9,call_function,_scaled_dot_product_flash_attention.default,forward,9,3,3,4,1053,4897,2
1353,_scaled_dot_product_flash_attention_10,call_function,_scaled_dot_product_flash_attention.default,forward,10,3,3,4,1163,4801,2
1457,_scaled_dot_product_flash_attention_11,call_function,_scaled_dot_product_flash_attention.default,forward,11,3,3,4,1273,4705,2
1561,_scaled_dot_product_flash_attention_12,call_function,_scaled_dot_product_flash_attention.default,forward,12,3,3,4,1383,4609,2
1665,_scaled_dot_product_flash_attention_13,call_function,_scaled_dot_product_flash_attention.default,forward,13,3,3,4,1493,4513,2
1769,_scaled_dot_product_flash_attention_14,call_function,_scaled_dot_product_flash_attention.default,forward,14,3,3,4,1603,4417,2
1873,_scaled_dot_product_flash_attention_15,call_function,_scaled_dot_product_flash_attention.default,forward,15,3,3,4,1713,4321,2
1977,_scaled_dot_product_flash_attention_16,call_function,_scaled_dot_product_flash_attention.default,forward,16,3,3,4,1823,4225,2
2081,_scaled_dot_product_flash_attention_17,call_function,_scaled_dot_product_flash_attention.default,forward,17,3,3,4,1933,4129,2
2185,_scaled_dot_product_flash_attention_18,call_function,_scaled_dot_product_flash_attention.default,forward,18,3,3,4,2043,4033,2
2289,_scaled_dot_product_flash_attention_19,call_function,_scaled_dot_product_flash_attention.default,forward,19,3,3,4,2153,3937,2
2393,_scaled_dot_product_flash_attention_20,call_function,_scaled_dot_product_flash_attention.default,forward,20,3,3,4,2263,3841,2
2497,_scaled_dot_product_flash_attention_21,call_function,_scaled_dot_product_flash_attention.default,forward,21,3,3,4,2373,3745,2
2601,_scaled_dot_product_flash_attention_22,call_function,_scaled_dot_product_flash_attention.default,forward,22,3,3,4,2483,3649,2
2705,_scaled_dot_product_flash_attention_23,call_function,_scaled_dot_product_flash_attention.default,forward,23,3,3,4,2593,3553,2
2809,_scaled_dot_product_flash_attention_24,call_function,_scaled_dot_product_flash_attention.default,forward,24,3,3,4,2703,3457,2
2913,_scaled_dot_product_flash_attention_25,call_function,_scaled_dot_product_flash_attention.default,forward,25,3,3,4,2813,3361,2
3017,_scaled_dot_product_flash_attention_26,call_function,_scaled_dot_product_flash_attention.default,forward,26,3,3,4,2923,3265,2
3121,_scaled_dot_product_flash_attention_27,call_function,_scaled_dot_product_flash_attention.default,forward,27,3,3,4,3033,3169,2
260,embedding,call_function,embedding.default,forward,,2,2,1,5,5804,5
270,mul,call_function,mul.Tensor,forward,0,2,2,1,14,5791,8
272,mul_1,call_function,mul.Tensor,forward,0,2,2,1,18,5790,8
278,einsum_default,call_function,einsum.default,forward,0,2,2,1,25,5772,5
282,einsum_default_1,call_function,einsum.default,forward,0,2,2,1,25,5772,5
299,mul_2,call_function,mul.Tensor,forward,0,2,2,1,34,5767,8
302,mul_3,call_function,mul.Tensor,forward,0,2,2,1,34,5767,8
286,einsum_default_2,call_function,einsum.default,forward,0,2,2,1,25,5765,5
325,einsum_default_3,call_function,einsum.default,forward,0,2,2,1,73,5752,5
326,add_1,call_function,add.Tensor,forward,0,2,2,1,74,5751,10
336,mul_4,call_function,mul.Tensor,forward,0,2,2,1,83,5738,8
338,mul_5,call_function,mul.Tensor,forward,0,2,2,1,87,5737,8
344,einsum_default_4,call_function,einsum.default,forward,0,2,2,1,94,5732,5
351,div,call_function,div.Tensor,forward,0,2,2,1,101,5714,6
356,einsum_default_5,call_function,einsum.default,forward,0,2,2,1,94,5713,5
359,mul_6,call_function,mul.Tensor,forward,0,2,2,1,110,5711,8
364,einsum_default_6,call_function,einsum.default,forward,0,2,2,1,116,5709,5
365,add_4,call_function,add.Tensor,forward,0,2,2,1,117,5708,10
375,mul_7,call_function,mul.Tensor,forward,1,2,2,1,126,5695,8
377,mul_8,call_function,mul.Tensor,forward,1,2,2,1,130,5694,8
383,einsum_default_7,call_function,einsum.default,forward,1,2,2,1,137,5676,5
387,einsum_default_8,call_function,einsum.default,forward,1,2,2,1,137,5676,5
403,mul_9,call_function,mul.Tensor,forward,1,2,2,1,144,5671,8
406,mul_10,call_function,mul.Tensor,forward,1,2,2,1,144,5671,8
391,einsum_default_9,call_function,einsum.default,forward,1,2,2,1,137,5669,5
429,einsum_default_10,call_function,einsum.default,forward,1,2,2,1,183,5656,5
430,add_6,call_function,add.Tensor,forward,1,2,2,1,184,5655,10
440,mul_11,call_function,mul.Tensor,forward,1,2,2,1,193,5642,8
442,mul_12,call_function,mul.Tensor,forward,1,2,2,1,197,5641,8
448,einsum_default_11,call_function,einsum.default,forward,1,2,2,1,204,5636,5
455,div_1,call_function,div.Tensor,forward,1,2,2,1,211,5618,6
460,einsum_default_12,call_function,einsum.default,forward,1,2,2,1,204,5617,5
463,mul_13,call_function,mul.Tensor,forward,1,2,2,1,220,5615,8
468,einsum_default_13,call_function,einsum.default,forward,1,2,2,1,226,5613,5
469,add_9,call_function,add.Tensor,forward,1,2,2,1,227,5612,10
479,mul_14,call_function,mul.Tensor,forward,2,2,2,1,236,5599,8
481,mul_15,call_function,mul.Tensor,forward,2,2,2,1,240,5598,8
487,einsum_default_14,call_function,einsum.default,forward,2,2,2,1,247,5580,5
491,einsum_default_15,call_function,einsum.default,forward,2,2,2,1,247,5580,5
507,mul_16,call_function,mul.Tensor,forward,2,2,2,1,254,5575,8
510,mul_17,call_function,mul.Tensor,forward,2,2,2,1,254,5575,8
495,einsum_default_16,call_function,einsum.default,forward,2,2,2,1,247,5573,5
533,einsum_default_17,call_function,einsum.default,forward,2,2,2,1,293,5560,5
534,add_11,call_function,add.Tensor,forward,2,2,2,1,294,5559,10
544,mul_18,call_function,mul.Tensor,forward,2,2,2,1,303,5546,8
546,mul_19,call_function,mul.Tensor,forward,2,2,2,1,307,5545,8
552,einsum_default_18,call_function,einsum.default,forward,2,2,2,1,314,5540,5
559,div_2,call_function,div.Tensor,forward,2,2,2,1,321,5522,6
564,einsum_default_19,call_function,einsum.default,forward,2,2,2,1,314,5521,5
567,mul_20,call_function,mul.Tensor,forward,2,2,2,1,330,5519,8
572,einsum_default_20,call_function,einsum.default,forward,2,2,2,1,336,5517,5
573,add_14,call_function,add.Tensor,forward,2,2,2,1,337,5516,10
583,mul_21,call_function,mul.Tensor,forward,3,2,2,1,346,5503,8
585,mul_22,call_function,mul.Tensor,forward,3,2,2,1,350,5502,8
591,einsum_default_21,call_function,einsum.default,forward,3,2,2,1,357,5484,5
595,einsum_default_22,call_function,einsum.default,forward,3,2,2,1,357,5484,5
611,mul_23,call_function,mul.Tensor,forward,3,2,2,1,364,5479,8
614,mul_24,call_function,mul.Tensor,forward,3,2,2,1,364,5479,8
599,einsum_default_23,call_function,einsum.default,forward,3,2,2,1,357,5477,5
637,einsum_default_24,call_function,einsum.default,forward,3,2,2,1,403,5464,5
638,add_16,call_function,add.Tensor,forward,3,2,2,1,404,5463,10
648,mul_25,call_function,mul.Tensor,forward,3,2,2,1,413,5450,8
650,mul_26,call_function,mul.Tensor,forward,3,2,2,1,417,5449,8
656,einsum_default_25,call_function,einsum.default,forward,3,2,2,1,424,5444,5
663,div_3,call_function,div.Tensor,forward,3,2,2,1,431,5426,6
668,einsum_default_26,call_function,einsum.default,forward,3,2,2,1,424,5425,5
671,mul_27,call_function,mul.Tensor,forward,3,2,2,1,440,5423,8
676,einsum_default_27,call_function,einsum.default,forward,3,2,2,1,446,5421,5
677,add_19,call_function,add.Tensor,forward,3,2,2,1,447,5420,10
687,mul_28,call_function,mul.Tensor,forward,4,2,2,1,456,5407,8
689,mul_29,call_function,mul.Tensor,forward,4,2,2,1,460,5406,8
695,einsum_default_28,call_function,einsum.default,forward,4,2,2,1,467,5388,5
699,einsum_default_29,call_function,einsum.default,forward,4,2,2,1,467,5388,5
715,mul_30,call_function,mul.Tensor,forward,4,2,2,1,474,5383,8
718,mul_31,call_function,mul.Tensor,forward,4,2,2,1,474,5383,8
703,einsum_default_30,call_function,einsum.default,forward,4,2,2,1,467,5381,5
741,einsum_default_31,call_function,einsum.default,forward,4,2,2,1,513,5368,5
742,add_21,call_function,add.Tensor,forward,4,2,2,1,514,5367,10
752,mul_32,call_function,mul.Tensor,forward,4,2,2,1,523,5354,8
754,mul_33,call_function,mul.Tensor,forward,4,2,2,1,527,5353,8
760,einsum_default_32,call_function,einsum.default,forward,4,2,2,1,534,5348,5
767,div_4,call_function,div.Tensor,forward,4,2,2,1,541,5330,6
772,einsum_default_33,call_function,einsum.default,forward,4,2,2,1,534,5329,5
775,mul_34,call_function,mul.Tensor,forward,4,2,2,1,550,5327,8
780,einsum_default_34,call_function,einsum.default,forward,4,2,2,1,556,5325,5
781,add_24,call_function,add.Tensor,forward,4,2,2,1,557,5324,10
791,mul_35,call_function,mul.Tensor,forward,5,2,2,1,566,5311,8
793,mul_36,call_function,mul.Tensor,forward,5,2,2,1,570,5310,8
799,einsum_default_35,call_function,einsum.default,forward,5,2,2,1,577,5292,5
803,einsum_default_36,call_function,einsum.default,forward,5,2,2,1,577,5292,5
819,mul_37,call_function,mul.Tensor,forward,5,2,2,1,584,5287,8
822,mul_38,call_function,mul.Tensor,forward,5,2,2,1,584,5287,8
807,einsum_default_37,call_function,einsum.default,forward,5,2,2,1,577,5285,5
845,einsum_default_38,call_function,einsum.default,forward,5,2,2,1,623,5272,5
846,add_26,call_function,add.Tensor,forward,5,2,2,1,624,5271,10
856,mul_39,call_function,mul.Tensor,forward,5,2,2,1,633,5258,8
858,mul_40,call_function,mul.Tensor,forward,5,2,2,1,637,5257,8
864,einsum_default_39,call_function,einsum.default,forward,5,2,2,1,644,5252,5
871,div_5,call_function,div.Tensor,forward,5,2,2,1,651,5234,6
876,einsum_default_40,call_function,einsum.default,forward,5,2,2,1,644,5233,5
879,mul_41,call_function,mul.Tensor,forward,5,2,2,1,660,5231,8
884,einsum_default_41,call_function,einsum.default,forward,5,2,2,1,666,5229,5
885,add_29,call_function,add.Tensor,forward,5,2,2,1,667,5228,10
895,mul_42,call_function,mul.Tensor,forward,6,2,2,1,676,5215,8
897,mul_43,call_function,mul.Tensor,forward,6,2,2,1,680,5214,8
903,einsum_default_42,call_function,einsum.default,forward,6,2,2,1,687,5196,5
907,einsum_default_43,call_function,einsum.default,forward,6,2,2,1,687,5196,5
923,mul_44,call_function,mul.Tensor,forward,6,2,2,1,694,5191,8
926,mul_45,call_function,mul.Tensor,forward,6,2,2,1,694,5191,8
911,einsum_default_44,call_function,einsum.default,forward,6,2,2,1,687,5189,5
949,einsum_default_45,call_function,einsum.default,forward,6,2,2,1,733,5176,5
950,add_31,call_function,add.Tensor,forward,6,2,2,1,734,5175,10
960,mul_46,call_function,mul.Tensor,forward,6,2,2,1,743,5162,8
962,mul_47,call_function,mul.Tensor,forward,6,2,2,1,747,5161,8
968,einsum_default_46,call_function,einsum.default,forward,6,2,2,1,754,5156,5
975,div_6,call_function,div.Tensor,forward,6,2,2,1,761,5138,6
980,einsum_default_47,call_function,einsum.default,forward,6,2,2,1,754,5137,5
983,mul_48,call_function,mul.Tensor,forward,6,2,2,1,770,5135,8
988,einsum_default_48,call_function,einsum.default,forward,6,2,2,1,776,5133,5
989,add_34,call_function,add.Tensor,forward,6,2,2,1,777,5132,10
999,mul_49,call_function,mul.Tensor,forward,7,2,2,1,786,5119,8
1001,mul_50,call_function,mul.Tensor,forward,7,2,2,1,790,5118,8
1007,einsum_default_49,call_function,einsum.default,forward,7,2,2,1,797,5100,5
1011,einsum_default_50,call_function,einsum.default,forward,7,2,2,1,797,5100,5
1027,mul_51,call_function,mul.Tensor,forward,7,2,2,1,804,5095,8
1030,mul_52,call_function,mul.Tensor,forward,7,2,2,1,804,5095,8
1015,einsum_default_51,call_function,einsum.default,forward,7,2,2,1,797,5093,5
1053,einsum_default_52,call_function,einsum.default,forward,7,2,2,1,843,5080,5
1054,add_36,call_function,add.Tensor,forward,7,2,2,1,844,5079,10
1064,mul_53,call_function,mul.Tensor,forward,7,2,2,1,853,5066,8
1066,mul_54,call_function,mul.Tensor,forward,7,2,2,1,857,5065,8
1072,einsum_default_53,call_function,einsum.default,forward,7,2,2,1,864,5060,5
1079,div_7,call_function,div.Tensor,forward,7,2,2,1,871,5042,6
1084,einsum_default_54,call_function,einsum.default,forward,7,2,2,1,864,5041,5
1087,mul_55,call_function,mul.Tensor,forward,7,2,2,1,880,5039,8
1092,einsum_default_55,call_function,einsum.default,forward,7,2,2,1,886,5037,5
1093,add_39,call_function,add.Tensor,forward,7,2,2,1,887,5036,10
1103,mul_56,call_function,mul.Tensor,forward,8,2,2,1,896,5023,8
1105,mul_57,call_function,mul.Tensor,forward,8,2,2,1,900,5022,8
1111,einsum_default_56,call_function,einsum.default,forward,8,2,2,1,907,5004,5
1115,einsum_default_57,call_function,einsum.default,forward,8,2,2,1,907,5004,5
1131,mul_58,call_function,mul.Tensor,forward,8,2,2,1,914,4999,8
1134,mul_59,call_function,mul.Tensor,forward,8,2,2,1,914,4999,8
1119,einsum_default_58,call_function,einsum.default,forward,8,2,2,1,907,4997,5
1157,einsum_default_59,call_function,einsum.default,forward,8,2,2,1,953,4984,5
1158,add_41,call_function,add.Tensor,forward,8,2,2,1,954,4983,10
1168,mul_60,call_function,mul.Tensor,forward,8,2,2,1,963,4970,8
1170,mul_61,call_function,mul.Tensor,forward,8,2,2,1,967,4969,8
1176,einsum_default_60,call_function,einsum.default,forward,8,2,2,1,974,4964,5
1183,div_8,call_function,div.Tensor,forward,8,2,2,1,981,4946,6
1188,einsum_default_61,call_function,einsum.default,forward,8,2,2,1,974,4945,5
1191,mul_62,call_function,mul.Tensor,forward,8,2,2,1,990,4943,8
1196,einsum_default_62,call_function,einsum.default,forward,8,2,2,1,996,4941,5
1197,add_44,call_function,add.Tensor,forward,8,2,2,1,997,4940,10
1207,mul_63,call_function,mul.Tensor,forward,9,2,2,1,1006,4927,8
1209,mul_64,call_function,mul.Tensor,forward,9,2,2,1,1010,4926,8
1215,einsum_default_63,call_function,einsum.default,forward,9,2,2,1,1017,4908,5
1219,einsum_default_64,call_function,einsum.default,forward,9,2,2,1,1017,4908,5
1235,mul_65,call_function,mul.Tensor,forward,9,2,2,1,1024,4903,8
1238,mul_66,call_function,mul.Tensor,forward,9,2,2,1,1024,4903,8
1223,einsum_default_65,call_function,einsum.default,forward,9,2,2,1,1017,4901,5
1261,einsum_default_66,call_function,einsum.default,forward,9,2,2,1,1063,4888,5
1262,add_46,call_function,add.Tensor,forward,9,2,2,1,1064,4887,10
1272,mul_67,call_function,mul.Tensor,forward,9,2,2,1,1073,4874,8
1274,mul_68,call_function,mul.Tensor,forward,9,2,2,1,1077,4873,8
1280,einsum_default_67,call_function,einsum.default,forward,9,2,2,1,1084,4868,5
1287,div_9,call_function,div.Tensor,forward,9,2,2,1,1091,4850,6
1292,einsum_default_68,call_function,einsum.default,forward,9,2,2,1,1084,4849,5
1295,mul_69,call_function,mul.Tensor,forward,9,2,2,1,1100,4847,8
1300,einsum_default_69,call_function,einsum.default,forward,9,2,2,1,1106,4845,5
1301,add_49,call_function,add.Tensor,forward,9,2,2,1,1107,4844,10
1311,mul_70,call_function,mul.Tensor,forward,10,2,2,1,1116,4831,8
1313,mul_71,call_function,mul.Tensor,forward,10,2,2,1,1120,4830,8
1319,einsum_default_70,call_function,einsum.default,forward,10,2,2,1,1127,4812,5
1323,einsum_default_71,call_function,einsum.default,forward,10,2,2,1,1127,4812,5
1339,mul_72,call_function,mul.Tensor,forward,10,2,2,1,1134,4807,8
1342,mul_73,call_function,mul.Tensor,forward,10,2,2,1,1134,4807,8
1327,einsum_default_72,call_function,einsum.default,forward,10,2,2,1,1127,4805,5
1365,einsum_default_73,call_function,einsum.default,forward,10,2,2,1,1173,4792,5
1366,add_51,call_function,add.Tensor,forward,10,2,2,1,1174,4791,10
1376,mul_74,call_function,mul.Tensor,forward,10,2,2,1,1183,4778,8
1378,mul_75,call_function,mul.Tensor,forward,10,2,2,1,1187,4777,8
1384,einsum_default_74,call_function,einsum.default,forward,10,2,2,1,1194,4772,5
1391,div_10,call_function,div.Tensor,forward,10,2,2,1,1201,4754,6
1396,einsum_default_75,call_function,einsum.default,forward,10,2,2,1,1194,4753,5
1399,mul_76,call_function,mul.Tensor,forward,10,2,2,1,1210,4751,8
1404,einsum_default_76,call_function,einsum.default,forward,10,2,2,1,1216,4749,5
1405,add_54,call_function,add.Tensor,forward,10,2,2,1,1217,4748,10
1415,mul_77,call_function,mul.Tensor,forward,11,2,2,1,1226,4735,8
1417,mul_78,call_function,mul.Tensor,forward,11,2,2,1,1230,4734,8
1423,einsum_default_77,call_function,einsum.default,forward,11,2,2,1,1237,4716,5
1427,einsum_default_78,call_function,einsum.default,forward,11,2,2,1,1237,4716,5
1443,mul_79,call_function,mul.Tensor,forward,11,2,2,1,1244,4711,8
1446,mul_80,call_function,mul.Tensor,forward,11,2,2,1,1244,4711,8
1431,einsum_default_79,call_function,einsum.default,forward,11,2,2,1,1237,4709,5
1469,einsum_default_80,call_function,einsum.default,forward,11,2,2,1,1283,4696,5
1470,add_56,call_function,add.Tensor,forward,11,2,2,1,1284,4695,10
1480,mul_81,call_function,mul.Tensor,forward,11,2,2,1,1293,4682,8
1482,mul_82,call_function,mul.Tensor,forward,11,2,2,1,1297,4681,8
1488,einsum_default_81,call_function,einsum.default,forward,11,2,2,1,1304,4676,5
1495,div_11,call_function,div.Tensor,forward,11,2,2,1,1311,4658,6
1500,einsum_default_82,call_function,einsum.default,forward,11,2,2,1,1304,4657,5
1503,mul_83,call_function,mul.Tensor,forward,11,2,2,1,1320,4655,8
1508,einsum_default_83,call_function,einsum.default,forward,11,2,2,1,1326,4653,5
1509,add_59,call_function,add.Tensor,forward,11,2,2,1,1327,4652,10
1519,mul_84,call_function,mul.Tensor,forward,12,2,2,1,1336,4639,8
1521,mul_85,call_function,mul.Tensor,forward,12,2,2,1,1340,4638,8
1527,einsum_default_84,call_function,einsum.default,forward,12,2,2,1,1347,4620,5
1531,einsum_default_85,call_function,einsum.default,forward,12,2,2,1,1347,4620,5
1547,mul_86,call_function,mul.Tensor,forward,12,2,2,1,1354,4615,8
1550,mul_87,call_function,mul.Tensor,forward,12,2,2,1,1354,4615,8
1535,einsum_default_86,call_function,einsum.default,forward,12,2,2,1,1347,4613,5
1573,einsum_default_87,call_function,einsum.default,forward,12,2,2,1,1393,4600,5
1574,add_61,call_function,add.Tensor,forward,12,2,2,1,1394,4599,10
1584,mul_88,call_function,mul.Tensor,forward,12,2,2,1,1403,4586,8
1586,mul_89,call_function,mul.Tensor,forward,12,2,2,1,1407,4585,8
1592,einsum_default_88,call_function,einsum.default,forward,12,2,2,1,1414,4580,5
1599,div_12,call_function,div.Tensor,forward,12,2,2,1,1421,4562,6
1604,einsum_default_89,call_function,einsum.default,forward,12,2,2,1,1414,4561,5
1607,mul_90,call_function,mul.Tensor,forward,12,2,2,1,1430,4559,8
1612,einsum_default_90,call_function,einsum.default,forward,12,2,2,1,1436,4557,5
1613,add_64,call_function,add.Tensor,forward,12,2,2,1,1437,4556,10
1623,mul_91,call_function,mul.Tensor,forward,13,2,2,1,1446,4543,8
1625,mul_92,call_function,mul.Tensor,forward,13,2,2,1,1450,4542,8
1631,einsum_default_91,call_function,einsum.default,forward,13,2,2,1,1457,4524,5
1635,einsum_default_92,call_function,einsum.default,forward,13,2,2,1,1457,4524,5
1651,mul_93,call_function,mul.Tensor,forward,13,2,2,1,1464,4519,8
1654,mul_94,call_function,mul.Tensor,forward,13,2,2,1,1464,4519,8
1639,einsum_default_93,call_function,einsum.default,forward,13,2,2,1,1457,4517,5
1677,einsum_default_94,call_function,einsum.default,forward,13,2,2,1,1503,4504,5
1678,add_66,call_function,add.Tensor,forward,13,2,2,1,1504,4503,10
1688,mul_95,call_function,mul.Tensor,forward,13,2,2,1,1513,4490,8
1690,mul_96,call_function,mul.Tensor,forward,13,2,2,1,1517,4489,8
1696,einsum_default_95,call_function,einsum.default,forward,13,2,2,1,1524,4484,5
1703,div_13,call_function,div.Tensor,forward,13,2,2,1,1531,4466,6
1708,einsum_default_96,call_function,einsum.default,forward,13,2,2,1,1524,4465,5
1711,mul_97,call_function,mul.Tensor,forward,13,2,2,1,1540,4463,8
1716,einsum_default_97,call_function,einsum.default,forward,13,2,2,1,1546,4461,5
1717,add_69,call_function,add.Tensor,forward,13,2,2,1,1547,4460,10
1727,mul_98,call_function,mul.Tensor,forward,14,2,2,1,1556,4447,8
1729,mul_99,call_function,mul.Tensor,forward,14,2,2,1,1560,4446,8
1735,einsum_default_98,call_function,einsum.default,forward,14,2,2,1,1567,4428,5
1739,einsum_default_99,call_function,einsum.default,forward,14,2,2,1,1567,4428,5
1755,mul_100,call_function,mul.Tensor,forward,14,2,2,1,1574,4423,8
1758,mul_101,call_function,mul.Tensor,forward,14,2,2,1,1574,4423,8
1743,einsum_default_100,call_function,einsum.default,forward,14,2,2,1,1567,4421,5
1781,einsum_default_101,call_function,einsum.default,forward,14,2,2,1,1613,4408,5
1782,add_71,call_function,add.Tensor,forward,14,2,2,1,1614,4407,10
1792,mul_102,call_function,mul.Tensor,forward,14,2,2,1,1623,4394,8
1794,mul_103,call_function,mul.Tensor,forward,14,2,2,1,1627,4393,8
1800,einsum_default_102,call_function,einsum.default,forward,14,2,2,1,1634,4388,5
1807,div_14,call_function,div.Tensor,forward,14,2,2,1,1641,4370,6
1812,einsum_default_103,call_function,einsum.default,forward,14,2,2,1,1634,4369,5
1815,mul_104,call_function,mul.Tensor,forward,14,2,2,1,1650,4367,8
1820,einsum_default_104,call_function,einsum.default,forward,14,2,2,1,1656,4365,5
1821,add_74,call_function,add.Tensor,forward,14,2,2,1,1657,4364,10
1831,mul_105,call_function,mul.Tensor,forward,15,2,2,1,1666,4351,8
1833,mul_106,call_function,mul.Tensor,forward,15,2,2,1,1670,4350,8
1839,einsum_default_105,call_function,einsum.default,forward,15,2,2,1,1677,4332,5
1843,einsum_default_106,call_function,einsum.default,forward,15,2,2,1,1677,4332,5
1859,mul_107,call_function,mul.Tensor,forward,15,2,2,1,1684,4327,8
1862,mul_108,call_function,mul.Tensor,forward,15,2,2,1,1684,4327,8
1847,einsum_default_107,call_function,einsum.default,forward,15,2,2,1,1677,4325,5
1885,einsum_default_108,call_function,einsum.default,forward,15,2,2,1,1723,4312,5
1886,add_76,call_function,add.Tensor,forward,15,2,2,1,1724,4311,10
1896,mul_109,call_function,mul.Tensor,forward,15,2,2,1,1733,4298,8
1898,mul_110,call_function,mul.Tensor,forward,15,2,2,1,1737,4297,8
1904,einsum_default_109,call_function,einsum.default,forward,15,2,2,1,1744,4292,5
1911,div_15,call_function,div.Tensor,forward,15,2,2,1,1751,4274,6
